mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.02680095036824544,0.003300137979047391,0.0011557737986246746,0.0008458134307246133,{},0.9277476255088195,0.9291044776119403,0.9223202170963365,0.9263907734056988,0.002931135548804989,1
