mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.024516820907592773,0.00369783528442982,0.0016550223032633464,0.00046380457606747563,{},0.9280868385345997,0.9246947082767978,0.9243554952510177,0.9257123473541383,0.0016847200843228523,1
