mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0364828904469808,0.010874280478501027,0.0016867319742838542,0.00048538729439993644,{},0.9229986431478969,0.9324966078697422,0.9260515603799185,0.9271822704658526,0.0039591002713730335,1
