mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.03928995132446289,0.006449870504782087,0.005970478057861328,0.008443531043278467,0.1,8,"{'learning_rate': 0.1, 'n_estimators': 8}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.06477149327596028,0.0033965650244582183,0.008487462997436523,0.006469996959623041,0.1,16,"{'learning_rate': 0.1, 'n_estimators': 16}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.1553951104482015,0.0034541360113470396,0.017226775487263996,0.0028134032577118956,0.1,32,"{'learning_rate': 0.1, 'n_estimators': 32}",0.9151967435549525,0.9148575305291723,0.9080732700135685,0.9127091813658978,0.003281008170182468,4
0.28307127952575684,0.012800376020686061,0.04459937413533529,0.009014957636317421,0.1,64,"{'learning_rate': 0.1, 'n_estimators': 64}",0.9236770691994572,0.923337856173677,0.9175712347354138,0.9215287200361827,0.0028017891662966755,3
0.6351846853892008,0.1013575929350919,0.08768288294474284,0.033054955213227544,0.1,128,"{'learning_rate': 0.1, 'n_estimators': 128}",0.923337856173677,0.9236770691994572,0.9199457259158752,0.9223202170963365,0.0016847200843228298,2
1.6293277740478516,0.1073589115414851,0.1960434913635254,0.0296870866519872,0.1,256,"{'learning_rate': 0.1, 'n_estimators': 256}",0.9229986431478969,0.921302578018996,0.9229986431478969,0.92243328810493,0.000799532769319941,1
0.04775150616963705,0.00036930128921881735,0.0,0.0,0.01,8,"{'learning_rate': 0.01, 'n_estimators': 8}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.09374038378397624,0.010764751650332511,0.008628288904825846,0.006624520139579777,0.01,16,"{'learning_rate': 0.01, 'n_estimators': 16}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.19074090321858725,0.01622367362897308,0.02031715710957845,0.0033162489727642653,0.01,32,"{'learning_rate': 0.01, 'n_estimators': 32}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.3145635922749837,0.013138908925886419,0.04164600372314453,0.011116977727687626,0.01,64,"{'learning_rate': 0.01, 'n_estimators': 64}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.6653554439544678,0.03136049016204564,0.10207056999206543,0.016396513401982206,0.01,128,"{'learning_rate': 0.01, 'n_estimators': 128}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
1.2126556237538655,0.06492037062385683,0.16744232177734375,0.05044331966387994,0.01,256,"{'learning_rate': 0.01, 'n_estimators': 256}",0.9151967435549525,0.9148575305291723,0.9080732700135685,0.9127091813658978,0.003281008170182468,4
0.03248818715413412,0.0010080381571479899,0.007410526275634766,0.006557483447803048,0.001,8,"{'learning_rate': 0.001, 'n_estimators': 8}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.06348578135172527,0.0001228301318221886,0.010597944259643555,0.007493962464944842,0.001,16,"{'learning_rate': 0.001, 'n_estimators': 16}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.1396791934967041,0.009013589386548001,0.016872247060139973,0.0013561882302538578,0.001,32,"{'learning_rate': 0.001, 'n_estimators': 32}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.2869965235392253,0.004588388031113567,0.03954299290974935,0.005414705113643796,0.001,64,"{'learning_rate': 0.001, 'n_estimators': 64}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
0.6265978813171387,0.05705702081765844,0.10344862937927246,0.023185640480983163,0.001,128,"{'learning_rate': 0.001, 'n_estimators': 128}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
1.3049556414286296,0.19115930442812856,0.14699920018513998,0.022950665938643935,0.001,256,"{'learning_rate': 0.001, 'n_estimators': 256}",0.8924694708276798,0.8917910447761194,0.8853459972862958,0.8898688376300316,0.003210101665892884,6
